,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
83,83,3.0,0.5090000033378601,"work, product, well, problem, return, item, box, screen, bad, battery","['tell', 'people', 'serious', 'problem', 'connect', 'pc', 'spend', 'hour', 'talk', 'several', 'different', 'technical', 'people', 'help', 'find', 'way', 'type', 'pc', 'computer', 'bit', 'third', 'laptop', 'window', 'bit', 'hour', 'end', 'follow', 'detailed', 'instruction', 'support', 'technician', 'avail', 'detect', 'computer', 'computer', 'sound', 'moment', 'bar', 'new', 'pc', 'studio', 'software', 'purchase', 'add', 'memory', 'card', 'mass', 'storage', 'function', 'hope', 'give', 'kind', 'connectivity', 'work', 'furthermore', 'unfortunate', 'user', 'studio', 'software', 'license', 'approve', 'software', 'label', 'computer', 'dangerous', 'program', 'harm', 'computer', 'process', 'instal', 'course', 'true', 'program', 'safe', 'problem', 'window', 'computer', 'probably', 'affect', 'studio', 'software', 'suppose', 'let', 'communicate', 'computer', 'program', 'load', 'trick', 'pursue', 'time', 'message', 'device', 'connect', 'today', 'world', 'advance', 'cellular', 'recognize', 'computer', 'sync', 'matter', 'simply', 'acceptable', 'update', 'upgrade', 'software', 'available', 'call', 'problem', 'care', 'problem', 'problem', 'resolve', 'total', 'shame', 'apart', 'serious', 'problem', 'still', 'unresolved', 'work']"
84,84,3.0,0.42809998989105225,"work, product, well, problem, return, item, box, screen, bad, battery","['month', 'begin', 'turn', 'constantly', 'random', 'attempt', 'time', 'shut', 'pocket', 'become', 'obsess', 'checking', 'ensure', 'still', 'job', 'working', 'folk', 'call', 'super', 'important', 'honestly', 'obsession', 'start', 'ruin', 'life', 'exagerate', 'remove', 'memory', 'card', 'thought', 'clean', 'terminal', 'contact', 'battery', 'nope', 'reset', 'thereby', 'erase', 'data', 'contact', 'information', 'swap', 'battery', 'old', 'eventually', 'day', 'hang', 'ring', 'remarkable', 'give', 'aforementione', 'particularly', 'tense', 'moment', 'installation', 'moment', 'finish', 'mate', 'wire', 'hold', 'motor', 'place', 'mount', 'anchor', 'wedge', 'screen', 'flip', 'open', 'turn', 'lost', 'threw', 'wall', 'shatter', 'piece', 'long', 'problem', 'start', 'old', 'suffer', 'severe', 'work', 'nonetheless', 'btw', 'infinitely', 'pleased', 'purchase', 'new', 'delivery']"
85,85,1.0,0.5335000157356262,"buy, price, fast, really, give, love, look, money, day, quality","['give', 'cell', 'star', 'speaker', 'terrible', 'worse', 'worse', 'flip', 'bad', 'speaker', 'pay', 'save', 'money', 'buy', 'cell', 'hear', 'useless', 'sgh']"
86,86,2.0,0.44130000472068787,"describe, new, connect, screen, week, brand, last, basic, arrive, glass","['terrible', 'broke', 'exterior', 'screen', 'month', 'still', 'clip', 'fall', 'long', 'argument', 'finally', 'agree', 'replace', 'suppose', 'tough', 'replacement', 'approx', 'month', 'latter', 'exterior', 'screen', 'break', 'consider', 'replace', 'second', 'care', 'less', 'speaker', 'quality', 'terrible', 'microphone', 'constantly', 'yell', 'hear', 'crap']"
87,87,3.0,0.5647000074386597,"work, product, well, problem, return, item, box, screen, bad, battery","['return', 'point', 'purchase', 'first', 'day', 'battery', 'quit', 'hold', 'charge', 'long', 'hour', 'charge', 'night', 'next', 'afternoon', 'battery', 'power', 'problem', 'occur', 'actually', 'application', 'leave', 'swap', 'second', 'lasted', 'day', 'battery', 'problem', 'recur', 'time', 'document', 'problem', 'ask', 'issue', 'track', 'polite', 'staff', 'tell', 'issue', 'ask', 'report', 'log', 'ask', 'replacement', 'battery', 'att', 'ship', 'new', 'replacement', 'battery', 'work', 'great', 'day', 'battery', 'problem', 'recur', 'end', 'plugged', 'charger', 'hour', 'day', 'night', 'charge', 'receive', 'incoming', 'call', 'consider', 'huge', 'problem', 'puzzle', 'confound', 'unforgivable', 'combine', 'issue', 'irritate', 'push', 'talk', 'button', 'nearly', 'impossible', 'avoid', 'net', 'result', 'high', 'frustration', 'factor', 'understand', 'supposedly', 'rugge', 'shockproof', 'urge', 'hurl', 'closest', 'hard', 'surface', 'hard', 'check', 'manage', 'ditch', 'trial', 'period', 'end', 'let', 'trial', 'guess', 'love', 'rugby', 'glad', 'well', 'experience']"
88,88,1.0,0.4115000069141388,"buy, price, fast, really, give, love, look, money, day, quality","['strongly', 'drop', 'approximately', 'foot', 'mid', 'height', 'vinyl', 'floor', 'walk', 'kitchen', 'land', 'hinge', 'broke', 'piece', 'cover', 'warrantee', 'warranteed', 'damage', 'result', 'water', 'otherwise', 'least', 'include', 'shipping', 'repair', 'possibly', 'recondition', 'part', 'discretion']"
89,89,3.0,0.5885000228881836,"work, product, well, problem, return, item, box, screen, bad, battery","['first', 'include', 'flip', 'month', 'problem', 'carry', 'tool', 'belt', 'leather', 'pouch', 'belt', 'abuse', 'continue', 'work', 'great', 'sure', 'break', 'far', 'durable', 'feature', 'reliable', 'performance', 'ask']"
90,90,1.0,0.4945000112056732,"buy, price, fast, really, give, love, look, money, day, quality","['late', 'far', 'durable', 'really', 'call', 'quality', 'fancy', 'standard', 'flip', 'day', 'problem', 'whatsoever', 'bless', 'balance', 'coordination', 'drop', 'sure', 'drop', 'hold', 'read', 'review', 'breaking', 'drop', 'well', 'counting', 'time', 'drop', 'product', 'much', 'abuse', 'break', 'crap', 'call', 'people', 'drop', 'concrete']"
91,91,1.0,0.6917999982833862,"buy, price, fast, really, give, love, look, money, day, quality","['poor', 'rating', 'internet', 'poor', 'tower', 'coverage', 'carrier', 'allow', 'perform', 'properly', 'purchase', 'wireless', 'store', 'signal', 'half', 'away', 'store', 'home', 'relative', 'home', 'network', 'carrier', 'sure', 'give', 'rating', 'sure', 'signal', 'residence', 'buy']"
92,92,1.0,0.5248000025749207,"buy, price, fast, really, give, love, look, money, day, quality","['hear', 'ring', 'volume', 'way', 'pocket', 'hear', 'person', 'talk', 'volume', 'way', 'notification', 'voice', 'mail', 'often', 'several', 'day', 'later', 'horrible', 'reception', 'drop', 'call', 'ptt', 'talk', 'button', 'bad', 'location', 'hit', 'time', 'hand', 'worst', 'ever_owne']"
93,93,3.0,0.4569000005722046,"work, product, well, problem, return, item, box, screen, bad, battery","['like', 'couple', 'day', 'however', 'day', 'hear', 'understand', 'caller', 'put', 'speaker', 'begin', 'drop', 'call', 'tech', 'put', 'update', 'help', 'still', 'problem', 'razor', 'carry', 'business']"
94,94,3.0,0.573199987411499,"work, product, well, problem, return, item, box, screen, bad, battery","['send', 'text', 'step', 'require', 'refurbish', 'replacement', 'text', 'select', 'menu', 'select', 'messaging', 'icon', 'click', 'create', 'message', 'compose', 'text', 'click', 'send', 'button', 'click', 'empty', 'space', 'recipient', 'list', 'page', 'select', 'recent', 'contact', 'contact', 'group', 'return', 'recipient', 'list', 'page', 'hit', 'send', 'button', 'important', 'note', 'first', 'step', 'require', 'work', 'properly', 'work', 'properly', 'continue', 'text', 'send', 'page', 'slide', 'back', 'home', 'page', 'click', 'message', 'icon', 'scroll', 'choice', 'outbox', 'click', 'find', 'text', 'outbox', 'select', 'text', 'reappear', 'click', 'option', 'lower', 'leave', 'hand', 'corner', 'select', 'send', 'text', 'way', 'else', 'problem']"
95,95,1.0,0.5077999830245972,"buy, price, fast, really, give, love, look, money, day, quality","['love', 'flip', 'unfortunately', 'verizon', 'activate', 'old', 'anymore']"
96,96,3.0,0.5353000164031982,"work, product, well, problem, return, item, box, screen, bad, battery","['fail', 'least', 'time', 'problem', 'believe', 'thread', 'find', 'online', 'set', 'alarm', 'double', 'triple', 'check', 'setting', 'turn', 'way', 'none', 'help', 'glitch', 'software', 'cause', 'alarm', 'simply', 'cause', 'late', 'work', 'twice', 'trust', 'soft', 'reset', 'propose', 'solution', 'find', 'problem', 'intermittent', 'camera', 'essentially', 'useless']"
97,97,3.0,0.534600019454956,"work, product, well, problem, return, item, box, screen, bad, battery","['month', 'reception', 'nearly', 'old', 'stop', 'charge', 'verizon', 'replace', 'wish', 'review', 'select']"
98,98,3.0,0.6007999777793884,"work, product, well, problem, return, item, box, screen, bad, battery","['recently', 'stop', 'charge', 'battery', 'website', 'contain', 'useful', 'information', 'worth', 'spend']"
99,99,1.0,0.6072999835014343,"buy, price, fast, really, give, love, look, money, day, quality","['week', 'upgrade', 'previous', 'broke', 'reception', 'issue', 'area', 'lose', 'call', 'leave', 'extremely', 'poor', 'reception', 'button', 'side', 'poorly', 'place', 'frequently', 'hit', 'speaker', 'button', 'conversation', 'mean', 'hold', 'really', 'reliable', 'reception']"
100,100,3.0,0.7436000108718872,"work, product, well, problem, return, item, box, screen, bad, battery","['luck', 'alarm', 'feature', 'work', 'properly', 'set', 'minute', 'current', 'time', 'work', 'set', 'alarm', 'next', 'morning', 'work', 'time', 'set', 'hour', 'current', 'time', 'verizon', 'store', 'work', 'work', 'fine', 'test', 'store', 'minute', 'current', 'time', 'depend', 'wake', 'remind', 'test', 'blood', 'glucose']"
101,101,3.0,0.42800000309944153,"work, product, well, problem, return, item, box, screen, bad, battery","['cell', 'thrill', 'never', 'free', 'free', 'cost', 'several', 'buck', 'hour', 'waste', 'time', 'connect', 'hold', 'charge', 'reading', 'review', 'elsewhere', 'wonder', 'wrong', 'detect', 'somehow', 'work', 'connection', 'problem', 'battery', 'issue', 'talk', 'expensive', 'headset', 'sometimes', 'headset', 'port', 'work', 'hear', 'complain', 'shut', 'reception', 'poor', 'sound', 'quality', 'poor', 'device', 'able', 'place', 'simple', 'call', 'happy', 'doubt', 'thing', 'ever', 'work', 'call', 'review', 'lead', 'believe', 'odd', 'quite', 'high', 'encounter', 'frustrating', 'problem', 'name', 'avoid', 'future', 'frustration', 'extreme', 'waste', 'time']"
102,102,3.0,0.42750000953674316,"work, product, well, problem, return, item, box, screen, bad, battery","['bad', 'simply', 'dump', 'replace', 'old', 'lg', 'keep', 'daughter', 'rid', 'free', 'upgrade', 'mom', 'eligible', 'terrible', 'unpredictable', 'product', 'cell', 'experience', 'far', 'dumb']"
103,103,3.0,0.39590001106262207,"work, product, well, problem, return, item, box, screen, bad, battery","['verizon', 'last', 'week', 'back', 'store', 'work', 'tech', 'help', 'online', 'determined', 'alarm', 'hour', 'function', 'past', 'old']"
104,104,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
105,105,3.0,0.8260999917984009,"work, product, well, problem, return, item, box, screen, bad, battery","['net', 'call', 'clear', 'caller', 'tell', 'voice', 'breaking', 'hard', 'understand', 'cheap', 'sure']"
106,106,3.0,0.4171000123023987,"work, product, well, problem, return, item, box, screen, bad, battery","['order', 'lose']"
107,107,1.0,0.6108999848365784,"buy, price, fast, really, give, love, look, money, day, quality","['new', 'net', 'change', 'service', 'point', 'advertisement', 'dial', 'net', 'denie', 'knowledge', 'responsibility', 'careful', 'tend', 'place', 'blame', 'tell', 'give', 'net', 'evil']"
108,108,3.0,0.5480999946594238,"work, product, well, problem, return, item, box, screen, bad, battery","['friend', 'multiple', 'net', 'piece', 'hardware', 'physically', 'die', 'couple', 'month', 'week', 'average', 'add', 'airtime', 'sure', 'difficult', 'work', 'net', 'mobile', 'provider', 'cent']"
109,109,3.0,0.5629000067710876,"work, product, well, problem, return, item, box, screen, bad, battery","['buy', 'temporary', 'replacement', 'break', 'smart', 'verizon', 'network', 'cellular', 'great', 'pretty', 'relatively', 'durable', 'rugge', 'advertise', 'aware', 'work', 'call', 'texting', 'pageplus', 'datum', 'function', 'work', 'great', 'reception', 'less', 'bar', 'smart', 'situation']"
110,110,3.0,0.6514999866485596,"work, product, well, problem, return, item, box, screen, bad, battery","['replacement', 'exist', 'account', 'contact', 'verizon', 'directly', 'verizon', 'store']"
111,111,3.0,0.5622000098228455,"work, product, well, problem, return, item, box, screen, bad, battery","['still', 'today', 'issue']"
112,112,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
113,113,3.0,0.3474999964237213,"work, product, well, problem, return, item, box, screen, bad, battery","['product', 'recieve', 'wrong', 'charger', 'inspection', 'point', 'time', 'water', 'strip']"
114,114,3.0,0.6172999739646912,"work, product, well, problem, return, item, box, screen, bad, battery","['wrong', 'battery', 'fully', 'charge', 'issue', 'screen', 'failure', 'favor', 'buy', 'seller']"
115,115,0.0,0.4169999957084656,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color","['charger', 'disappoint']"
116,116,3.0,0.6205999851226807,"work, product, well, problem, return, item, box, screen, bad, battery",['call']
117,117,0.0,0.4986000061035156,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color","['great', 'wrong', 'charging_cable']"
118,118,3.0,0.8119999766349792,"work, product, well, problem, return, item, box, screen, bad, battery","['deliver', 'time', 'clear']"
119,119,3.0,0.609000027179718,"work, product, well, problem, return, item, box, screen, bad, battery","['quick', 'shipping', 'product', 'work', 'great', 'issue']"
120,120,3.0,0.48019999265670776,"work, product, well, problem, return, item, box, screen, bad, battery","['item', 'describe', 'ship', 'appropriate', 'amount', 'time', 'buy', 'product', 'battery', 'new', 'shape', 'pleased']"
121,121,2.0,0.5575000047683716,"describe, new, connect, screen, week, brand, last, basic, arrive, glass","['practically', 'brand', 'new', 'ad', 'receive', 'promptly']"
122,122,1.0,0.5669000148773193,"buy, price, fast, really, give, love, look, money, day, quality","['suck', 'tell', 'advertising', 'refurbish', 'verizon', 'waste', 'money', 'buy', 'company', 'honest']"
123,123,3.0,0.376800000667572,"work, product, well, problem, return, item, box, screen, bad, battery","['order', 'place', 'break', 'charger', 'work']"
124,124,1.0,0.570900022983551,"buy, price, fast, really, give, love, look, money, day, quality","['research', 'cell', 'reception', 'ahead', 'review', 'never', 'drop', 'call', 'hear', 'much', 'better']"
125,125,3.0,0.625,"work, product, well, problem, return, item, box, screen, bad, battery",['advertise']
126,126,3.0,0.7121999859809875,"work, product, well, problem, return, item, box, screen, bad, battery","['difficult', 'purchase', 'ever', 'sure', 'quick']"
127,127,1.0,0.5256999731063843,"buy, price, fast, really, give, love, look, money, day, quality","['fast', 'service', 'refurbish', 'complaint', 'charger', 'work', 'old', 'big', 'deal']"
128,128,3.0,0.5640000104904175,"work, product, well, problem, return, item, box, screen, bad, battery","['main', 'reason', 'buy', 'port', 'break', 'read', 'card', 'unfortunate', 'functionality', 'work', 'well']"
129,129,1.0,0.45100000500679016,"buy, price, fast, really, give, love, look, money, day, quality","['hard', 'old', 'man']"
130,130,1.0,0.35040000081062317,"buy, price, fast, really, give, love, look, money, day, quality","['buy', 'however', 'work', 'past', 'start', 'screen', 'contact', 'seller', 'totally', 'deny', 'unusable', 'condition']"
131,131,3.0,0.5242999792098999,"work, product, well, problem, return, item, box, screen, bad, battery","['order', 'broken', 'arrival', 'wire', 'charge', 'area']"
132,132,3.0,0.7300999760627747,"work, product, well, problem, return, item, box, screen, bad, battery","['item', 'stole']"
133,133,2.0,0.46619999408721924,"describe, new, connect, screen, week, brand, last, basic, arrive, glass","['several', 'year', 'hope', 'last', 'long', 'previous']"
134,134,3.0,0.5196999907493591,"work, product, well, problem, return, item, box, screen, bad, battery","['little', 'disappointed', 'screen', 'crack', 'different', 'state', 'topic', 'topic', 'state', 'scratch', 'readable']"
135,135,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
136,136,2.0,0.5511999726295471,"describe, new, connect, screen, week, brand, last, basic, arrive, glass","['little', 'month', 'longer', 'charge', 'buy', 'new']"
137,137,0.0,0.625,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",['exactly']
