,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
6880,6880,3.0,0.487199991941452,"work, product, well, problem, return, item, box, screen, bad, battery","['international', 'work', 'system', 'spend', 'hour', 'waste', 'time', 'huge', 'waste', 'money']"
6881,6881,1.0,0.3971000015735626,"buy, price, fast, really, give, love, look, money, day, quality","['product', 'great', 'condition', 'device', 'problem', 'operation', 'problem', 'lcd', 'burn', 'screen', 'mention', 'description', 'device', 'email', 'day', 'ago', 'respond', 'assume', 'care', 'burn', 'slight', 'enough', 'annoyance', 'hence', 'star', 'return', 'work', 'guess', 'stick']"
6882,6882,1.0,0.679099977016449,"buy, price, fast, really, give, love, look, money, day, quality","['sorry', 'video', 'unsupported', 'browser', 'rip', 'relief']"
6883,6883,3.0,0.6646000146865845,"work, product, well, problem, return, item, box, screen, bad, battery","['buy', 'unfortunately', 'international', 'usable', 'first', 'item', 'return', 'smoothly', 'expensive', 'piece', 'worthless', 'equipment']"
6884,6884,3.0,0.4702000021934509,"work, product, well, problem, return, item, box, screen, bad, battery","['purchase', 'wife', 'happier', 'happy', 'wife']"
6885,6885,2.0,0.4269999861717224,"describe, new, connect, screen, week, brand, last, basic, arrive, glass","['last', 'year', 'freeze', 'move', 'slow', 'saving', 'money', 'actually']"
6886,6886,3.0,0.34299999475479126,"work, product, well, problem, return, item, box, screen, bad, battery","['beware', 'allow', 'network', 'essential', 'apparently', 'available', 'buy', 'verizon', 'version', 'ridiculously', 'cost', 'otherwise', 'advertise', 'setup', 'convenient', 'unfortunately', 'return', 'absence', 'wifi_calling', 'feature']"
6887,6887,1.0,0.5379999876022339,"buy, price, fast, really, give, love, look, money, day, quality","['pleased', 'surpassed', 'expectation', 'well', 'poor', 'disappointment', 'screen', 'screen', 'quit', 'love', 'love', 'love']"
6888,6888,3.0,0.6438000202178955,"work, product, well, problem, return, item, box, screen, bad, battery","['pleasure', 'hold', 'charge', 'noticeably', 'long', 'charge', 'noticeably', 'faster']"
6889,6889,1.0,0.8122000098228455,"buy, price, fast, really, give, love, look, money, day, quality","['exellent', 'poor', 'network']"
6890,6890,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
6891,6891,0.0,0.41679999232292175,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color","['expect', 'issue']"
6892,6892,1.0,0.511900007724762,"buy, price, fast, really, give, love, look, money, day, quality","['buy', 'totally', 'destroy']"
6893,6893,3.0,0.4562999904155731,"work, product, well, problem, return, item, box, screen, bad, battery","['work', 'network', 'keep', 'drop', 'last', 'issue']"
6894,6894,3.0,0.5625,"work, product, well, problem, return, item, box, screen, bad, battery","['work', 'expect', 'far']"
6895,6895,1.0,0.44609999656677246,"buy, price, fast, really, give, love, look, money, day, quality","['item', 'exactly', 'describe', 'soon', 'slap', 'sync', 'network', 'box', 'box', 'buy', 'store']"
6896,6896,0.0,0.41670000553131104,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color","['exactly', 'look']"
6897,6897,1.0,0.8123000264167786,"buy, price, fast, really, give, love, look, money, day, quality","['seller', 'buy', 'terrible']"
6898,6898,1.0,0.6747999787330627,"buy, price, fast, really, give, love, look, money, day, quality","['quality', 'product', 'screan', 'size', 'operation']"
6899,6899,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
6900,6900,3.0,0.5806000232696533,"work, product, well, problem, return, item, box, screen, bad, battery","['send', 'side', 'conversation', 'cut', 'call', 'minute']"
6901,6901,3.0,0.5891000032424927,"work, product, well, problem, return, item, box, screen, bad, battery","['less', 'screen', 'work', 'battery', 'charge', 'online', 'screen']"
6902,6902,0.0,0.625,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",['expect']
6903,6903,0.0,0.625,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",['expect']
6904,6904,1.0,0.41130000352859497,"buy, price, fast, really, give, love, look, money, day, quality","['part', 'back', 'case', 'fragile', 'back', 'crack', 'badly', 'fall', 'less', 'foot', 'tile', 'floor', 'mind', 'foot']"
6905,6905,2.0,0.7874000072479248,"describe, new, connect, screen, week, brand, last, basic, arrive, glass","['buy', 'early', 'present']"
6906,6906,0.0,0.6053000092506409,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",['exelent']
6907,6907,1.0,0.3944000005722046,"buy, price, fast, really, give, love, look, money, day, quality","['require', 'proprietary', 'piece', 'order', 'charge', 'properly', 'hook', 'device', 'connection', 'end', 'normal', 'charger', 'computer', 'charge', 'charge', 'hour', 'plug', 'cord', 'adaptive', 'fast', 'charger', 'order', 'charge', 'reasonable', 'amount', 'time', 'whole', 'reason', 'buy', 'android', 'instead', 'proprietary', 'software', 'hardware', 'peripheral', 'buy', 'thing', 'work', 'multiple', 'device', 'cord', 'everywhere', 'home', 'car', 'work', 'stash', 'luggage', 'case', 'forget', 'pack', 'vacation', 'useless', 'charge', 'happen', 'proprietary', 'part', 'charge', 'thing', 'course', 'pay', 'extra', 'conveniently', 'charge', 'anywhere', 'really', 'separate', 'android', 'product', 'charge', 'device', 'browser', 'avoid', 'choose', 'charger', 'part', 'set', 'force', 'app', 'software', 'version', 'personal', 'assistant', 'way', 'turn', 'home', 'key', 'forever', 'tie', 'app', 'thing', 'work', 'thing', 'work', 'way', 'double', 'tap', 'notification', 'open', 'unlock', 'open', 'notification', 'research', 'online', 'complaint', 'turn', 'functionality']"
6908,6908,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
6909,6909,3.0,0.3847000002861023,"work, product, well, problem, return, item, box, screen, bad, battery","['people', 'worth', 'twice', 'broken', 'screen', 'disappoint', 'fragile', 'cast', 'fully', 'encase', 'away', 'edge', 'functionality', 'remain', 'susceptible', 'breakage', 'screen', 'break', 'month', 'love']"
6910,6910,3.0,0.717199981212616,"work, product, well, problem, return, item, box, screen, bad, battery","['lock', 'tmobile', 'vain', 'unlock', 'app', 'work', 'call', 'carrier', 'factory', 'unlock']"
6911,6911,3.0,0.4860999882221222,"work, product, well, problem, return, item, box, screen, bad, battery","['terrible', 'sound', 'speaker', 'sound', 'hear', 'awfull', 'low', 'light', 'night', 'little', 'bit', 'slow', 'consider', 'big', 'processor', 'enough', 'ram', 'camera', 'phot', 'video', 'quality', 'work', 'low', 'light', 'big', 'error', 'putt', 'volume', 'key', 'leave', 'side', 'practical', 'side', 'battery', 'low', 'lost', 'charge', 'fast', 'mistake', 'buy', 'expensive', 'cellphone']"
6912,6912,3.0,0.46709999442100525,"work, product, well, problem, return, item, box, screen, bad, battery","['bottom', 'piece', 'junk', 'price', 'delete', 'picture', 'anymore', 'delete', 'picture', 'time', 'keep', 'show', 'gallery', 'everyday', 'least', 'update', 'new', 'glitch', 'flaw', 'problem', 'update', 'review', 'terrible', 'new', 'text', 'message', 'notification', 'away', 'open', 'message', 'twice', 'closed', 'still', 'tell', 'message', 'new', 'receive', 'notification', 'today', 'never', 'app', 'system', 'cause', 'problem', 'closed', 'system', 'app', 'power', 'button', 'function', 'least', 'press', 'recognize', 'press', 'screen', 'heavily', 'tint', 'adjust', 'color', 'setting', 'turn', 'red', 'completely', 'person', 'type', 'text', 'box', 'top', 'recent', 'text', 'read', 'finally', 'give', 'option', 'disable', 'bixby', 'button', 'completely', 'useless', 'button', 'maybe', 'remappe', 'power', 'button', 'picture', 'send', 'text', 'message', 'minute', 'send', 'resend', 'minute', 'battery', 'life', 'bad', 'update', 'able', 'hour', 'period', 'charge', 'charge', 'hour', 'less', 'automatic', 'brightness', 'adjust', 'pattern', 'feature', 'however', 'sunlight', 'default', 'brightness', 'change', 'compare', 'nowhere', 'bright', 'frequently', 'problem', 'screen', 'max', 'brightness', 'black', 'blend', 'together', 'dark', 'movie', 'unwatchable', 'audio', 'acceptable', 'expect', 'much', 'single', 'speaker', 'bottom', 'volume', 'level', 'poor', 'background', 'noise', 'fan', 'difficult', 'impossible', 'work', 'never', 'word', 'prediction', 'swype', 'bad', 'bad', 'previous', 'galaxy', 'model', 'bad', 'string', 'letter', 'english', 'never', 'lift', 'finger', 'swipe', 'common', 'word', 'end', 'gibberish', 'example', 'planning', 'change', 'pls', 'send', 'change', 'section', 'change', 'change', 'wyatt', 'check', 'king', 'stay', 'abut', 'constantly', 'com', 'subtly', 'maybe', 'keep', 'sober', 'today', 'fist', 'sombrero']"
6913,6913,1.0,0.5519999861717224,"buy, price, fast, really, give, love, look, money, day, quality","['fully', 'expect', 'device', 'bloatware', 'free', 'still', 'background', 'bad', 'offender', 'facebook', 'disabled', 'still', 'background']"
6914,6914,1.0,0.48660001158714294,"buy, price, fast, really, give, love, look, money, day, quality","['purchase', 'back', 'crack', 'never', 'drop', 'never', 'bump', 'never', 'put', 'pocket', 'else', 'contact', 'send', 'back', 'week', 'determine', 'fix', 'decide', 'user', 'abuse', 'charge', 'fix', 'return', 'break', 'interaction', 'clear', 'product', 'care', 'customer', 'satisfaction']"
6915,6915,3.0,0.4717999994754791,"work, product, well, problem, return, item, box, screen, bad, battery","['bad', 'ever', 'never', 'die', 'week', 'warranty', 'expire', 'look', 'new', 'still', 'dead']"
6916,6916,1.0,0.4205999970436096,"buy, price, fast, really, give, love, look, money, day, quality","['poorly', 'screen', 'scratch', 'day', 'glass', 'fake', 'junk', 'glass', 'lose', 'last', 'year', 'recommend', 'spend', 'amount', 'money', 'smart', 'poor', 'craftsmanship']"
6917,6917,1.0,0.37470000982284546,"buy, price, fast, really, give, love, look, money, day, quality","['consider', 'terrible', 'burn', 'amole', 'screen', 'week', 'back', 'repair', 'back', 'dirt', 'screen', 'back', 'terrible']"
6918,6918,2.0,0.4453999996185303,"describe, new, connect, screen, week, brand, last, basic, arrive, glass","['great', 'white', 'curve', 'edge', 'find', 'screen', 'protector', 'collect', 'lint', 'edge', 'protector', 'wait', 'trade', 'later', 'suck']"
6919,6919,2.0,0.49939998984336853,"describe, new, connect, screen, week, brand, last, basic, arrive, glass","['drain', 'forever', 'screen', 'crack', 'fall', 'couch', 'screen', 'crack', 'tip', 'hairspray', 'bottle', 'barely', 'land', 'wonder', 'fragile', 'warranty', 'cover', 'incident', 'drop', 'ground']"
6920,6920,3.0,0.5644000172615051,"work, product, well, problem, return, item, box, screen, bad, battery","['lock', 'customer', 'useless']"
6921,6921,3.0,0.4203000068664551,"work, product, well, problem, return, item, box, screen, bad, battery","['pay', 'arrive', 'seal', 'box', 'open', 'fake', 'display', 'fall', 'apart', 'pull', 'box', 'old', 'type', 'cord', 'power', 'supply', 'total', 'scam']"
6922,6922,1.0,0.42480000853538513,"buy, price, fast, really, give, love, look, money, day, quality","['new', 'refuse', 'spend', 'late', 'model', 'fit', 'bill']"
6923,6923,1.0,0.4374000132083893,"buy, price, fast, really, give, love, look, money, day, quality","['suck', 'freeze', 'reverse', 'camera', 'top', 'black', 'vacation', 'day', 'deal', 'crap', 'work', 'price', 'jump', 'afford', 'never', 'ever', 'recommend', 'buy']"
6924,6924,3.0,0.6840999722480774,"work, product, well, problem, return, item, box, screen, bad, battery","['receive', 'blacklist', 'steal', 'unable', 'due', 'bad', 'imei', 'request', 'refund', 'hope', 'money', 'drain']"
6925,6925,1.0,0.5228000283241272,"buy, price, fast, really, give, love, look, money, day, quality","['month', 'battery', 'explosion', 'guess', 'fix', 'battery', 'problem', 'mainly', 'status', 'monitor', 'electric', 'unicycle', 'speed', 'battery', 'mileage', 'status', 'ride', 'personally', 'inch', 'serve', 'age', 'like', 'small', 'screen', 'view']"
6926,6926,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
6927,6927,3.0,0.5644999742507935,"work, product, well, problem, return, item, box, screen, bad, battery","['stop_worke', 'less', 'month', 'return', 'item']"
6928,6928,0.0,0.625,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",['todo']
6929,6929,3.0,0.38190001249313354,"work, product, well, problem, return, item, box, screen, bad, battery","['bring', 'normal', 'charge', 'possible', 'disappoint']"
6930,6930,3.0,0.4059999883174896,"work, product, well, problem, return, item, box, screen, bad, battery","['longer', 'turn', 'year', 'warranty', 'invoice', 'wireless', 'identifiable', 'number', 'proving', 'purchase', 'wireless']"
6931,6931,2.0,0.41670000553131104,"describe, new, connect, screen, week, brand, last, basic, arrive, glass","['perfect', 'issue']"
6932,6932,0.0,0.625,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",['satisfied']
6933,6933,1.0,0.75,"buy, price, fast, really, give, love, look, money, day, quality","['worth', 'money']"
6934,6934,3.0,0.625,"work, product, well, problem, return, item, box, screen, bad, battery",['product']
6935,6935,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
6936,6936,3.0,0.5378999710083008,"work, product, well, problem, return, item, box, screen, bad, battery","['really', 'unlocked', 'claim', 'authentic', 'mobile', 'instal', 'mobile', 'really', 'unlocked', 'never', 'work', 'correctly', 'mobile', 'network', 'seller', 'swap', 'substantially', 'identical', 'mobile', 'compatible', 'site', 'sell', 'loss', 'user', 'patronize', 'seller']"
6937,6937,2.0,0.2976999878883362,"describe, new, connect, screen, week, brand, last, basic, arrive, glass","['fact', 'resume', 'mobile', 'activity', 'relatively', 'quickly']"
6938,6938,3.0,0.7049999833106995,"work, product, well, problem, return, item, box, screen, bad, battery","['latter', 'part', 'receive', 'incoming', 'call', 'render', 'useless', 'spend', 'almost', 'hour', 'carrier', 'tech_support', 'avail']"
6939,6939,3.0,0.5623999834060669,"work, product, well, problem, return, item, box, screen, bad, battery","['buy', 'problem', 'refund']"
6940,6940,3.0,0.6449999809265137,"work, product, well, problem, return, item, box, screen, bad, battery","['issue', 'battery', 'last', 'min', 'talk', 'view', 'time', 'heat', 'especially', 'main', 'source', 'communication', 'work', 'life']"
6941,6941,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
6942,6942,3.0,0.5228999853134155,"work, product, well, problem, return, item, box, screen, bad, battery","['battery', 'last', 'longer', 'else', 'tip', 'top']"
6943,6943,0.0,0.75,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color","['era', 'tengo']"
6944,6944,0.0,0.34929999709129333,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color","['list', 'steal', 'refund', 'either']"
6945,6945,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
6946,6946,2.0,0.5626999735832214,"describe, new, connect, screen, week, brand, last, basic, arrive, glass","['look', 'brand', 'new']"
6947,6947,1.0,0.8458999991416931,"buy, price, fast, really, give, love, look, money, day, quality","['buy', 'exellent', 'seller', 'recomende']"
6948,6948,3.0,0.6184999942779541,"work, product, well, problem, return, item, box, screen, bad, battery","['appearance', 'bad', 'small', 'scratch', 'top', 'send', 'aftermarket', 'look', 'wear', 'daily', 'charge', 'screen', 'time', 'att', 'set', 'exist', 'salesman', 'dead', 'charge', 'activate', 'work', 'consider', 'star_rate', 'doubt', 'send', 'immediately', 'credit', 'account', 'less', 'hour']"
6949,6949,3.0,0.5213000178337097,"work, product, well, problem, return, item, box, screen, bad, battery","['buy', 'refurbish', 'love', 'screen', 'begin', 'cut', 'month', 'forever', 'back', 'view', 'cut', 'occasionally', 'reason', 'however', 'stop', 'charge', 'week', 'ago', 'contact', 'seller', 'immediately', 'respond', 'return', 'back', 'today', 'less', 'week', 'charge', 'look', 'forward', 'notice', 'plug', 'awfully', 'warm', 'work']"
6950,6950,1.0,0.3750999867916107,"buy, price, fast, really, give, love, look, money, day, quality","['love', 'replace', 'charger', 'day', 'issue']"
6951,6951,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
6952,6952,3.0,0.6500999927520752,"work, product, well, problem, return, item, box, screen, bad, battery","['receive', 'wrong', 'disappointed', 'much']"
6953,6953,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
6954,6954,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
6955,6955,3.0,0.3422999978065491,"work, product, well, problem, return, item, box, screen, bad, battery","['receive', 'pakage', 'today', 'disappoint', 'cause', 'pay', 'booklet', 'suppose', 'suppose', 'birthday', 'gift', 'end', 'dissatisfied', 'look', 'ok', 'hudge', 'letdown', 'seller', 'give']"
6956,6956,2.0,0.3215999901294708,"describe, new, connect, screen, week, brand, last, basic, arrive, glass","['look', 'new', 'ask', 'better', 'refurbish', 'product']"
6957,6957,3.0,0.32760000228881836,"work, product, well, problem, return, item, box, screen, bad, battery","['loading', 'page', 'power', 'restart', 'progress', 'appear', 'remove', 'battery', 'standard', 'charger', 'new', 'charger', 'traditionally', 'android', 'product', 'happy', 'purchase', 'definitely', 'new', 'lifetime', 'hiking', 'adventure', 'time', 'new', 'highly', 'disappointed', 'heartbroken', 'purchase', 'waterproof', 'case', 'return', 'well', 'pay', 'postage', 'almost', 'experience', 'way', 'around']"
6958,6958,3.0,0.6516000032424927,"work, product, well, problem, return, item, box, screen, bad, battery","['order', 'new', 'receive', 'missing', 'accessory', 'send', 'back']"
6959,6959,3.0,0.8125,"work, product, well, problem, return, item, box, screen, bad, battery","['advertise', 'work', 'well']"
6960,6960,2.0,0.5595999956130981,"describe, new, connect, screen, week, brand, last, basic, arrive, glass","['option', 'quick', 'action']"
6961,6961,3.0,0.43810001015663147,"work, product, well, problem, return, item, box, screen, bad, battery","['give', 'month', 'find', 'wrong', 'well', 'pass', 'month', 'work', 'never', 'buy', 'place']"
6962,6962,1.0,0.38850000500679016,"buy, price, fast, really, give, love, look, money, day, quality","['receive', 'device', 'arrive', 'put', 'chip', 'turn', 'device', 'white', 'black', 'spot', 'screen', 'problem', 'screen', 'device', 'happen']"
6963,6963,3.0,0.5120000243186951,"work, product, well, problem, return, item, box, screen, bad, battery","['buy', 'suppose', 'unlocked', 'spending', 'time', 'transfer', 'data', 'file', 'find', 'lock', 'state', 'product', 'look', 'option', 'tell', 'back', 'tell', 'duos', 'mean', 'dual', 'simcard', 'non', 'recommend', 'waste', 'money', 'mostly', 'time', 'product', 'send', 'back']"
6964,6964,3.0,0.663100004196167,"work, product, well, problem, return, item, box, screen, bad, battery","['support', 'feature', 'back', 'side', 'duos']"
6965,6965,3.0,0.5626999735832214,"work, product, well, problem, return, item, box, screen, bad, battery","['work', 'idea', 'warranty']"
6966,6966,3.0,0.4862000048160553,"work, product, well, problem, return, item, box, screen, bad, battery","['battery', 'last', 'day', 'long', 'messenger', 'tube', 'cheap']"
6967,6967,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
6968,6968,0.0,0.38769999146461487,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color","['work', 'great', 'big', 'screen', 'problem', 'charger', 'european', 'charger', 'adaptor', 'big', 'charger', 'comfortable']"
6969,6969,3.0,0.8025000095367432,"work, product, well, problem, return, item, box, screen, bad, battery","['problem', 'whit', 'purchase']"
6970,6970,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
6971,6971,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
6972,6972,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
6973,6973,3.0,0.45010000467300415,"work, product, well, problem, return, item, box, screen, bad, battery","['small', 'ask', 'look', 'picture']"
6974,6974,3.0,0.41670000553131104,"work, product, well, problem, return, item, box, screen, bad, battery","['excelent', 'product']"
6975,6975,3.0,0.625,"work, product, well, problem, return, item, box, screen, bad, battery",['product']
6976,6976,3.0,0.75,"work, product, well, problem, return, item, box, screen, bad, battery","['issue', 'talk']"
6977,6977,2.0,0.3336000144481659,"describe, new, connect, screen, week, brand, last, basic, arrive, glass","['charger', 'charge', 'fit', 'outlet', 'wall']"
6978,6978,3.0,0.5990999937057495,"work, product, well, problem, return, item, box, screen, bad, battery","['website', 'state', 'gold', 'midnight', 'black', 'disappoint']"
6979,6979,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
6980,6980,2.0,0.6222000122070312,"describe, new, connect, screen, week, brand, last, basic, arrive, glass",['increible']
6981,6981,0.0,0.41769999265670776,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color","['totally', 'satisfied']"
6982,6982,2.0,0.52920001745224,"describe, new, connect, screen, week, brand, last, basic, arrive, glass","['disappointed', 'buy', 'maple', 'gold', 'black']"
6983,6983,3.0,0.5016000270843506,"work, product, well, problem, return, item, box, screen, bad, battery","['put', 'network', 'return', 'complete', 'waste', 'time', 'effort', 'deal']"
6984,6984,0.0,0.8075000047683716,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color","['pueden', 'este', 'voy']"
6985,6985,3.0,0.46799999475479126,"work, product, well, problem, return, item, box, screen, bad, battery","['literally', 'day', 'order', 'product', 'describe', 'battery', 'storage', 'amazing', 'hold', 'hour', 'total', 'day', 'able', 'transfer', 'tap', 'carrier', 'transfer', 'card', 'old', 'new', 'sure', 'nano', 'average', 'sized', 'provider', 'exchange', 'sim', 'update', 'month', 'start', 'network', 'connection', 'message', 'stop', 'recognize', 'buy', 'help', 'network', 'reset', 'hard', 'reset', 'avail', 'completely', 'useless', 'connect', 'longer', 'receive', 'text', 'call', 'read', 'problem', 'maybe', 'unlucky', 'one', 'great', 'last', 'help', 'feel', 'cheated', 'money', 'pre', 'order', 'hopefully', 'last', 'time', 'purchase']"
6986,6986,3.0,0.625,"work, product, well, problem, return, item, box, screen, bad, battery",['product']
6987,6987,2.0,0.3483000099658966,"describe, new, connect, screen, week, brand, last, basic, arrive, glass","['describe', 'cord', 'reason', 'star', 'power', 'plug', 'fact', 'honor', 'ship', 'day', 'week', 'receive']"
6988,6988,3.0,0.833299994468689,"work, product, well, problem, return, item, box, screen, bad, battery","['disappointed', 'receive', 'item', 'description', 'single', 'sim']"
6989,6989,1.0,0.4650999903678894,"buy, price, fast, really, give, love, look, money, day, quality","['love', 'die', 'heart', 'user']"
6990,6990,3.0,0.8125,"work, product, well, problem, return, item, box, screen, bad, battery","['problem', 'camera', 'software']"
6991,6991,2.0,0.625,"describe, new, connect, screen, week, brand, last, basic, arrive, glass",['describe']
6992,6992,3.0,0.49470001459121704,"work, product, well, problem, return, item, box, screen, bad, battery","['beware', 'warranty', 'mine', 'arrive', 'plastic', 'wrinkle', 'missing', 'headphone', 'normally', 'care', 'headphone', 'never', 'screen', 'responsive', 'return']"
6993,6993,3.0,0.625,"work, product, well, problem, return, item, box, screen, bad, battery",['product']
6994,6994,3.0,0.3797000050544739,"work, product, well, problem, return, item, box, screen, bad, battery","['people', 'idiot', 'damn', 'clearly', 'tell', 'maybe', 'pay', 'attention', 'complain', 'look', 'version', 'wrong', 'version', 'reside', 'time', 'find', 'compare', 'functionality']"
6995,6995,1.0,0.4018999934196472,"buy, price, fast, really, give, love, look, money, day, quality","['receive', 'demo', 'empty', 'different', 'model', 'crook', 'fraud']"
6996,6996,3.0,0.5393999814987183,"work, product, well, problem, return, item, box, screen, bad, battery","['buy', 'probably', 'year', 'stop', 'charge', 'contact', 'warranty', 'fix', 'contact', 'shortly', 'week', 'hear', 'call', 'warranty', 'contact', 'warranty', 'still', 'still', 'transcript', 'first', 'prove', 'still', 'warranty', 'first', 'contact', 'ignore', 'fix']"
6997,6997,3.0,0.5277000069618225,"work, product, well, problem, return, item, box, screen, bad, battery","['unfortunately', 'bough', 'day', 'develop', 'camera', 'failure', 'warning', 'camera', 'fail', 'second', 'problem', 'warranty', 'valid', 'local', 'forget', 'accept', 'warranty', 'elsewhere', 'preliminary', 'analysis', 'sure', 'problem', 'camera', 'probability', 'board', 'time', 'decide', 'send', 'warranty', 'hardware', 'problem', 'camera', 'replacement', 'cost', 'save', 'buy', 'still', 'deal', 'camera', 'replacement', 'give', 'year', 'warranty', 'camera', 'beware', 'warn', 'hardware', 'issue', 'model', 'several', 'excellent', 'lucky', 'work', 'perfectly', 'update', 'time', 'country', 'yet']"
6998,6998,3.0,0.4779999852180481,"work, product, well, problem, return, item, box, screen, bad, battery","['love', 'decide', 'buy', 'old', 'screen', 'crack', 'unfortunately', 'receive', 'busted', 'seller', 'work', 'charge', 'recognize', 'usb', 'flash', 'drive', 'work', 'smart', 'switch', 'usb_cable', 'wireless', 'transfer', 'notice', 'debris', 'rear', 'camera', 'lens', 'back', 'feel', 'bulge', 'discoloration', 'back', 'bulging', 'issue', 'tmobile', 'never', 'issue', 'year', 'box', 'seal', 'brand', 'new', 'troubleshoot', 'problem', 'possible', 'tell', 'wrong', 'waste', 'time']"
6999,6999,3.0,0.5274999737739563,"work, product, well, problem, return, item, box, screen, bad, battery","['receive', 'exactly', 'expect', 'half', 'year', 'still', 'present', 'difficulty', 'problem', 'reset', 'difficulty', 'app', 'function', 'sometimes', 'bluetooth', 'work', 'sure', 'problem', 'attributable', 'network', 'give', 'dad', 'problem', 'minor', 'limitation']"
7000,7000,0.0,0.8101000189781189,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color","['aplicacione', 'hacer', 'sin']"
7001,7001,0.0,0.6534000039100647,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color","['descripcion', 'sin', 'version', 'duos', 'falla']"
7002,7002,1.0,0.39750000834465027,"buy, price, fast, really, give, love, look, money, day, quality","['reach', 'year', 'receive', 'shut', 'routine', 'system', 'update', 'carry', 'technician', 'hear', 'refurbish', 'board', 'half', 'dead', 'tell', 'buy', 'new', 'refurbish', 'much', 'money', 'recommend', 'buying']"
7003,7003,3.0,0.6535000205039978,"work, product, well, problem, return, item, box, screen, bad, battery","['like', 'fact', 'choose', 'sim', 'memory', 'card', 'memory', 'card', 'time', 'instead', 'settle']"
7004,7004,0.0,0.3393999934196472,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color","['buy', 'new', 'scratch', 'scuff', 'thing', 'wrong', 'charger', 'work', 'buy', 'new', 'one', 'complain']"
7005,7005,3.0,0.5307999849319458,"work, product, well, problem, return, item, box, screen, bad, battery","['signature', 'confirmation', 'really', 'star', 'life', 'extremely', 'difficult']"
7006,7006,3.0,0.5990999937057495,"work, product, well, problem, return, item, box, screen, bad, battery","['month', 'camara', 'work', 'well', 'charger', 'work', 'properly']"
7007,7007,3.0,0.45019999146461487,"work, product, well, problem, return, item, box, screen, bad, battery","['love', 'item', 'charger', 'work']"
7008,7008,1.0,0.3855000138282776,"buy, price, fast, really, give, love, look, money, day, quality","['bring', 'month', 'ago', 'start', 'day', 'ago', 'call', 'quality', 'poor', 'battery', 'life', 'poor', 'return', 'product', 'becuase', 'hear', 'talk']"
7009,7009,2.0,0.4203999936580658,"describe, new, connect, screen, week, brand, last, basic, arrive, glass","['crash', 'look', 'manufacture', 'error', 'repair', 'cost']"
7010,7010,3.0,0.5467000007629395,"work, product, well, problem, return, item, box, screen, bad, battery","['show', 'picture', 'month', 'wonder', 'else', 'problem']"
7011,7011,1.0,0.5460000038146973,"buy, price, fast, really, give, love, look, money, day, quality","['recommend', 'big', 'issue', 'data', 'range', 'range', 'building', 'often', 'work', 'never', 'buy', 'type']"
7012,7012,3.0,0.4521999955177307,"work, product, well, problem, return, item, box, screen, bad, battery","['far', 'work', 'intend', 'market']"
7013,7013,1.0,0.5530999898910522,"buy, price, fast, really, give, love, look, money, day, quality","['glitch', 'issue', 'camera', 'focus', 'physically', 'shake']"
7014,7014,3.0,0.7386999726295471,"work, product, well, problem, return, item, box, screen, bad, battery","['work', 'fingerprint', 'work', 'cover', 'swipe', 'security']"
7015,7015,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
7016,7016,0.0,0.25,"expect, para, exactly, todo, telefono, vendedor, por, expectation, gift, color",[]
